data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2024-10-24 19:17:31;517;Recife;Patrícia Carvalho;Teclado Mecânico HyperX;Grace Todd;feminino;dinheiro
2024-10-24 19:55:31;518;Rio de Janeiro;Pedro Souza;Teclado Mecânico HyperX;Robert Martinez;masculino;cartão de crédito
2024-10-24 20:13:34;519;Belo Horizonte;Carlos Silva;iPhone 13;Maria Mcilwraith;feminino;cartão de dédito
2024-10-24 20:26:39;520;Recife;Patrícia Carvalho;Tablet Apple Ipad;Penny Anding;feminino;cartão de dédito
2024-10-24 20:32:41;521;Natal;João Matos;Smartwatch Garmin;Douglas Pollard;masculino;pix
2024-10-24 21:39:40;522;Recife;Patrícia Carvalho;Teclado Mecânico HyperX;Jeanette Harris;feminino;boleto
2024-10-24 22:26:38;523;Porto Alegre;Mariana Gomes;iPhone 13;June Hayes;feminino;pix
2024-10-24 22:45:40;524;Rio de Janeiro;Pedro Souza;Monitor LG Ultrawide;Christopher Sumstad;masculino;cartão de dédito
2024-10-24 23:03:32;525;São Luís;Brenno Pacheco;Monitor LG Ultrawide;Elaine Jiles;feminino;boleto
2024-10-25 01:01:38;526;Florianópolis;Gabriela Santos;Mouse Gamer Logitech;Karen Smith;feminino;cartão de crédito
2024-10-25 15:14:31;527;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;George Barton;masculino;dinheiro
2024-10-25 16:32:32;528;Fortaleza;André Lima;Notebook Dell Inspiron;Robert Deloy;masculino;cartão de crédito
2024-10-25 18:17:37;529;Rio de Janeiro;Pedro Souza;iPhone 13;Jack Phillips;masculino;dinheiro
2024-10-25 19:17:32;530;Natal;João Matos;Câmera Canon EOS;Christopher Cashdollar;masculino;pix
2024-10-25 19:21:34;531;Natal;João Matos;Notebook Dell Inspiron;Tim Montano;masculino;dinheiro
2024-10-25 20:42:38;532;São Luís;Brenno Pacheco;Teclado Mecânico HyperX;Irene Smith;feminino;pix
2024-10-25 20:48:39;533;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Scott Glynn;masculino;cartão de crédito
2024-10-25 21:03:38;534;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Douglas Furman;masculino;pix
2024-10-25 21:11:34;535;Florianópolis;Gabriela Santos;iPhone 13;Anne Driscoll;feminino;cartão de dédito
2024-10-25 21:25:33;536;Natal;Larissa Ferreira;Smartwatch Garmin;Gregory Nash;masculino;pix
2024-10-25 21:34:30;537;Recife;Ricardo Mendes;Tablet Apple Ipad;Joseph Woods;masculino;boleto
2024-10-25 21:51:30;538;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Lillian Salvatore;feminino;cartão de dédito
2024-10-25 22:19:34;539;Fortaleza;André Lima;Monitor LG Ultrawide;Margaret Stohler;feminino;cartão de crédito
2024-10-25 22:57:34;540;São Luís;Brenno Pacheco;Smartphone Samsung Galaxy;Amelia Thompson;feminino;dinheiro
2024-10-25 23:00:37;541;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Robert Dahl;masculino;cartão de crédito
2024-10-25 23:46:37;542;Natal;João Matos;Smartwatch Garmin;Monica Spitz;feminino;pix
2024-10-25 23:48:30;543;Natal;Larissa Ferreira;Notebook Dell Inspiron;Donald Friedt;masculino;cartão de crédito
2024-10-26 00:50:37;544;Recife;Ricardo Mendes;Tablet Apple Ipad;Maria Schmidt;feminino;boleto
2024-10-26 14:32:32;545;São Luís;Brenno Pacheco;Smartphone Samsung Galaxy;Norma Freeman;feminino;pix
2024-10-26 15:44:30;546;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Jeri Henderson;feminino;dinheiro
2024-10-26 16:18:39;547;São Luís;Brenno Pacheco;Tablet Apple Ipad;Glen Payne;masculino;cartão de crédito
2024-10-26 16:21:38;548;Recife;Ricardo Mendes;Smartphone Samsung Galaxy;Brandon Yates;masculino;dinheiro
2024-10-26 17:47:35;549;Belo Horizonte;Fernanda Costa;Mouse Gamer Logitech;Charles Acuff;masculino;dinheiro
2024-10-26 19:05:30;550;Recife;Ricardo Mendes;iPhone 13;Alan Smith;masculino;boleto
2024-10-26 19:51:30;551;São Paulo;Ana Oliveira;iPhone 13;Carol Panning;feminino;cartão de dédito
2024-10-27 00:04:33;552;São Paulo;Lucas Pereira;iPhone 13;Margaret Crum;feminino;pix
2024-10-27 15:38:34;553;Natal;Larissa Ferreira;Tablet Apple Ipad;Betty Smith;feminino;dinheiro
2024-10-27 15:57:33;554;Fortaleza;Beatriz Rocha;Câmera Canon EOS;Lorraine Coleman;feminino;cartão de dédito
2024-10-27 16:40:35;555;Belo Horizonte;Fernanda Costa;Mouse Gamer Logitech;Dawn Johnston;feminino;cartão de dédito
2024-10-27 18:00:33;556;Recife;Patrícia Carvalho;Tablet Apple Ipad;Kieth Elliott;masculino;cartão de dédito
2024-10-27 18:18:30;557;Belo Horizonte;Fernanda Costa;Teclado Mecânico HyperX;Sarah Brunson;feminino;cartão de crédito
2024-10-27 19:01:35;558;Fortaleza;André Lima;Smartphone Samsung Galaxy;Timothy Little;masculino;boleto
2024-10-27 22:18:38;559;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;George Wyke;masculino;boleto
2024-10-27 22:24:36;560;Florianópolis;Gabriela Santos;Câmera Canon EOS;Jeffrey Tant;masculino;cartão de crédito
2024-10-27 22:34:31;561;Recife;Ricardo Mendes;Smartwatch Garmin;Albert Eisenberg;masculino;cartão de dédito
2024-10-28 14:50:36;562;Recife;Ricardo Mendes;Teclado Mecânico HyperX;Steve Morgan;masculino;cartão de dédito
2024-10-28 15:02:38;563;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Harry Dawson;masculino;cartão de crédito
2024-10-28 16:14:36;564;Natal;João Matos;iPhone 13;Pearlie Geise;feminino;pix
2024-10-28 16:28:36;565;São Luís;Brenno Pacheco;Smartwatch Garmin;Pauline Cady;feminino;boleto
2024-10-28 17:38:35;566;Natal;Larissa Ferreira;Mouse Gamer Logitech;Carrie Shipley;feminino;pix
2024-10-28 18:54:35;567;Florianópolis;Gabriela Santos;Teclado Mecânico HyperX;Donald Stubblefield;masculino;dinheiro
2024-10-28 21:24:30;568;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Eileen Buchanan;feminino;cartão de dédito
2024-10-29 00:41:41;569;Porto Alegre;Roberto Ferreira;Câmera Canon EOS;Susan Vargas;feminino;cartão de crédito
2024-10-29 14:56:36;570;São Luís;Emanuelle Victoria;Teclado Mecânico HyperX;Wilbur Price;masculino;cartão de crédito
2024-10-29 15:37:39;571;Porto Alegre;Roberto Ferreira;Teclado Mecânico HyperX;Dustin Rice;masculino;dinheiro
2024-10-29 16:29:35;572;Rio de Janeiro;Pedro Souza;iPhone 13;Jane Brissett;feminino;cartão de crédito
2024-10-29 17:24:38;573;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Georgeanna Ross;feminino;boleto
2024-10-29 17:45:37;574;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Ora Bailey;feminino;cartão de dédito
2024-10-29 18:35:30;575;Belo Horizonte;Fernanda Costa;Monitor LG Ultrawide;Wilfredo Brockman;masculino;cartão de crédito
2024-10-29 18:56:30;576;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Cherilyn Stewart;feminino;dinheiro
2024-10-29 19:25:32;577;Rio de Janeiro;Juliana Almeida;Teclado Mecânico HyperX;Theresa Recuparo;feminino;dinheiro
2024-10-29 20:15:35;578;São Paulo;Ana Oliveira;Teclado Mecânico HyperX;Jamie Guerin;feminino;cartão de dédito
2024-10-29 21:26:40;579;Fortaleza;Beatriz Rocha;Monitor LG Ultrawide;Michelle Webster;feminino;boleto
2024-10-29 21:30:32;580;Florianópolis;Tiago Lima;Smartwatch Garmin;Stephen Wooten;masculino;cartão de dédito
2024-10-29 22:06:35;581;Belo Horizonte;Carlos Silva;Monitor LG Ultrawide;Edna Kowalski;feminino;dinheiro
2024-10-29 22:46:31;582;Florianópolis;Tiago Lima;Câmera Canon EOS;Michelle Gomez;feminino;dinheiro
2024-10-30 00:53:30;583;São Luís;Brenno Pacheco;Teclado Mecânico HyperX;Robert Smith;masculino;cartão de crédito
2024-10-30 00:59:30;584;Fortaleza;André Lima;Monitor LG Ultrawide;John Silver;masculino;cartão de crédito
2024-10-30 15:56:34;585;São Luís;Brenno Pacheco;Monitor LG Ultrawide;Verna Mosley;feminino;pix
2024-10-30 16:02:30;586;Fortaleza;Beatriz Rocha;Mouse Gamer Logitech;Terry Watts;feminino;cartão de crédito
2024-10-30 17:18:34;587;Fortaleza;Beatriz Rocha;Teclado Mecânico HyperX;Hector Mclendon;masculino;boleto
2024-10-30 17:33:40;588;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Jonathan Dwyer;masculino;cartão de crédito
2024-10-30 18:00:31;589;Natal;João Matos;Notebook Dell Inspiron;Arlene Estes;feminino;cartão de dédito
2024-10-30 19:34:38;590;Fortaleza;André Lima;Teclado Mecânico HyperX;William Belliveau;masculino;dinheiro
2024-10-30 20:30:33;591;Belo Horizonte;Fernanda Costa;iPhone 13;Lisa Nelson;feminino;boleto
2024-10-30 20:44:41;592;Florianópolis;Tiago Lima;Tablet Apple Ipad;Jose Sabol;masculino;cartão de dédito
2024-10-30 22:33:34;593;Fortaleza;André Lima;iPhone 13;John King;masculino;dinheiro
2024-10-30 23:04:37;594;Florianópolis;Tiago Lima;Tablet Apple Ipad;Christopher Swindle;masculino;boleto
2024-10-30 23:05:33;595;Fortaleza;Beatriz Rocha;Notebook Dell Inspiron;Christopher Hopton;masculino;cartão de crédito
2024-10-30 23:14:30;596;São Paulo;Ana Oliveira;Tablet Apple Ipad;James Astorga;masculino;cartão de crédito
2024-10-30 23:27:36;597;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Samuel Kornegay;masculino;cartão de crédito
2024-10-31 00:50:41;598;Natal;Larissa Ferreira;Tablet Apple Ipad;Michael Rusko;masculino;pix
2024-10-31 14:49:38;599;Rio de Janeiro;Juliana Almeida;iPhone 13;Jon Tacy;masculino;cartão de dédito
2024-10-31 15:22:30;600;Natal;João Matos;Smartwatch Garmin;Patricia Mcfarland;feminino;dinheiro
2024-10-31 15:22:33;601;São Paulo;Ana Oliveira;Mouse Gamer Logitech;Patricia Blanch;feminino;pix
2024-10-31 15:32:33;602;Florianópolis;Gabriela Santos;Câmera Canon EOS;Sandra Carrion;feminino;pix
2024-10-31 15:42:40;603;Natal;Larissa Ferreira;Smartphone Samsung Galaxy;Jimmie Thalls;masculino;pix
2024-10-31 16:52:30;604;Porto Alegre;Roberto Ferreira;Monitor LG Ultrawide;Roy Inks;masculino;cartão de crédito
2024-10-31 19:05:30;605;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Michael Kelley;masculino;cartão de crédito
2024-10-31 19:28:39;606;São Paulo;Lucas Pereira;Fone de Ouvido Sony;James Harrison;masculino;boleto
2024-10-31 19:37:32;607;Natal;Larissa Ferreira;Câmera Canon EOS;Joshua Thomas;masculino;cartão de dédito
2024-10-31 19:42:32;608;São Luís;Brenno Pacheco;Smartwatch Garmin;Lucy Brown;feminino;boleto
2024-10-31 20:46:37;609;Fortaleza;Beatriz Rocha;iPhone 13;William Gonzalez;masculino;pix
2024-10-31 23:41:39;610;Fortaleza;André Lima;iPhone 13;Rhonda Davis;feminino;pix
2024-11-01 19:06:36;611;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Arnold Dean;masculino;dinheiro
2024-11-01 20:18:38;612;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Frederic Miller;masculino;pix
2024-11-01 20:59:35;613;Natal;João Matos;Mouse Gamer Logitech;Chris Bernhart;masculino;pix
2024-11-01 21:40:40;614;Fortaleza;André Lima;iPhone 13;Kimberly Vasquez;feminino;cartão de dédito
2024-11-01 22:53:33;615;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Rose Clark;feminino;boleto
2024-11-01 23:21:38;616;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Robert Douglas;masculino;cartão de crédito
2024-11-01 23:58:33;617;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Thomas Curling;masculino;dinheiro
2024-11-02 00:48:30;618;Recife;Ricardo Mendes;Smartwatch Garmin;Nan Stewart;feminino;cartão de crédito
2024-11-02 00:54:36;619;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Chad Riis;masculino;cartão de dédito
2024-11-02 14:31:41;620;Recife;Patrícia Carvalho;Smartwatch Garmin;Andrea Stephenson;feminino;pix
2024-11-02 16:24:32;621;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Richard Lovett;masculino;boleto
2024-11-02 16:43:38;622;Porto Alegre;Mariana Gomes;Câmera Canon EOS;Roberto Perdomo;masculino;dinheiro
2024-11-02 16:47:32;623;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Wilson Butorac;masculino;dinheiro
2024-11-02 16:51:39;624;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Keith Sayles;masculino;cartão de crédito
2024-11-02 17:06:41;625;Porto Alegre;Roberto Ferreira;iPhone 13;Debra Mims;feminino;boleto
2024-11-02 18:08:35;626;Belo Horizonte;Carlos Silva;Mouse Gamer Logitech;Donald Hardy;masculino;cartão de crédito
2024-11-02 19:31:32;627;Florianópolis;Tiago Lima;iPhone 13;Victoria Hannah;feminino;cartão de crédito
2024-11-02 19:36:34;628;São Luís;Emanuelle Victoria;Monitor LG Ultrawide;Anna Fogarty;feminino;pix
2024-11-02 21:42:37;629;Fortaleza;André Lima;Smartphone Samsung Galaxy;Mary Purington;feminino;dinheiro
2024-11-02 21:50:30;630;Rio de Janeiro;Pedro Souza;Câmera Canon EOS;Sharon Flores;feminino;cartão de dédito
2024-11-02 22:06:39;631;Porto Alegre;Roberto Ferreira;Câmera Canon EOS;Vito Dinsmore;masculino;dinheiro
2024-11-02 23:06:38;632;Recife;Ricardo Mendes;Mouse Gamer Logitech;Monte Pujol;masculino;cartão de crédito
2024-11-03 00:51:33;633;São Paulo;Lucas Pereira;iPhone 13;Stephen Mackay;masculino;cartão de crédito
2024-11-03 15:00:34;634;Porto Alegre;Roberto Ferreira;Teclado Mecânico HyperX;Richard Reynolds;masculino;cartão de dédito
2024-11-03 17:10:39;635;São Paulo;Ana Oliveira;Tablet Apple Ipad;Ronald Beezley;masculino;cartão de dédito
2024-11-03 18:38:30;636;Natal;João Matos;Notebook Dell Inspiron;Daniel Moreau;masculino;cartão de crédito
2024-11-03 19:01:32;637;Natal;Larissa Ferreira;Fone de Ouvido Sony;Patricia Allison;feminino;pix
2024-11-03 20:08:34;638;Recife;Patrícia Carvalho;Tablet Apple Ipad;Julia Johnson;feminino;dinheiro
2024-11-03 20:14:35;639;Natal;Larissa Ferreira;Smartphone Samsung Galaxy;Daryl Lay;masculino;boleto
2024-11-03 21:55:38;640;Recife;Patrícia Carvalho;Teclado Mecânico HyperX;Winnie Porter;feminino;boleto
2024-11-03 23:09:33;641;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Candace Parnell;feminino;pix
2024-11-03 23:14:35;642;Recife;Ricardo Mendes;Tablet Apple Ipad;Maria Alix;feminino;dinheiro
2024-11-04 00:35:40;643;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Timothy Fields;masculino;dinheiro
2024-11-04 15:21:38;644;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Brooke Marinello;feminino;pix
2024-11-04 15:35:33;645;Natal;Larissa Ferreira;Mouse Gamer Logitech;Maria Hastings;feminino;boleto
2024-11-04 16:09:30;646;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Elsie Harpin;feminino;cartão de dédito
2024-11-04 17:03:31;647;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Julie Ellis;feminino;cartão de dédito
2024-11-04 18:02:37;648;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Becky Smith;feminino;boleto
2024-11-04 18:31:33;649;Natal;João Matos;Smartphone Samsung Galaxy;Linda Price;feminino;cartão de dédito
2024-11-04 19:40:39;650;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Jean Durham;feminino;cartão de dédito
2024-11-04 21:54:40;651;Belo Horizonte;Carlos Silva;Mouse Gamer Logitech;Teresa Garneau;feminino;cartão de dédito
2024-11-04 22:27:39;652;Natal;João Matos;Smartphone Samsung Galaxy;Carlos Archibald;masculino;dinheiro
2024-11-04 22:48:38;653;Recife;Patrícia Carvalho;Smartphone Samsung Galaxy;Danielle Livingstone;feminino;cartão de crédito
2024-11-04 23:18:37;654;Porto Alegre;Roberto Ferreira;Monitor LG Ultrawide;Linwood Dowd;masculino;dinheiro
2024-11-05 00:38:32;655;São Paulo;Ana Oliveira;Monitor LG Ultrawide;Lillian Stokes;feminino;pix
2024-11-05 15:18:34;656;Belo Horizonte;Fernanda Costa;Monitor LG Ultrawide;Steve Moates;masculino;cartão de crédito
2024-11-05 16:23:30;657;São Luís;Emanuelle Victoria;Fone de Ouvido Sony;Kathy Margeson;feminino;cartão de crédito
2024-11-05 16:31:36;658;São Luís;Brenno Pacheco;Monitor LG Ultrawide;George Bennett;masculino;boleto
2024-11-05 21:12:31;659;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Robert Bach;masculino;cartão de dédito
2024-11-05 21:40:39;660;Belo Horizonte;Carlos Silva;iPhone 13;Don Ryals;masculino;pix
2024-11-05 23:53:34;661;Florianópolis;Tiago Lima;Tablet Apple Ipad;Gail Buerger;feminino;pix
2024-11-06 00:33:36;662;Natal;João Matos;Tablet Apple Ipad;Shanta Underwood;feminino;cartão de dédito
2024-11-06 14:29:37;663;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Melvin Wheeler;masculino;cartão de crédito
2024-11-06 14:47:40;664;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Alan Chappell;masculino;cartão de dédito
2024-11-06 14:55:30;665;Rio de Janeiro;Pedro Souza;Mouse Gamer Logitech;Brian Hare;masculino;dinheiro
2024-11-06 15:27:36;666;São Luís;Emanuelle Victoria;Teclado Mecânico HyperX;Carmelo Beck;masculino;dinheiro
2024-11-06 17:30:37;667;Florianópolis;Tiago Lima;iPhone 13;Jessica Nigro;feminino;boleto
2024-11-06 18:27:35;668;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Peggy Miller;feminino;cartão de crédito
2024-11-06 19:27:35;669;Recife;Patrícia Carvalho;Mouse Gamer Logitech;Cecilia Thomas;feminino;cartão de crédito
2024-11-06 19:51:30;670;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Esther Edwards;feminino;dinheiro
2024-11-06 19:56:36;671;Fortaleza;André Lima;iPhone 13;Douglas Young;masculino;cartão de crédito
2024-11-06 21:41:41;672;Recife;Patrícia Carvalho;Monitor LG Ultrawide;Alice Sallie;feminino;cartão de crédito
2024-11-06 22:56:39;673;Natal;João Matos;Fone de Ouvido Sony;Beatriz Lambes;feminino;dinheiro
2024-11-06 23:08:37;674;Rio de Janeiro;Juliana Almeida;Teclado Mecânico HyperX;Irma Grimes;feminino;cartão de dédito
2024-11-07 00:15:40;675;Natal;Larissa Ferreira;Tablet Apple Ipad;Lynne Montoro;feminino;pix
2024-11-07 14:17:36;676;Fortaleza;André Lima;Notebook Dell Inspiron;Gloria Richardson;feminino;boleto
2024-11-07 14:26:34;677;Recife;Ricardo Mendes;Tablet Apple Ipad;Randy Goodsell;masculino;cartão de dédito
2024-11-07 14:35:34;678;São Luís;Emanuelle Victoria;Smartwatch Garmin;Shawna Ross;feminino;pix
2024-11-07 15:20:33;679;Porto Alegre;Mariana Gomes;Mouse Gamer Logitech;Stephen Thompson;masculino;cartão de crédito
2024-11-07 15:26:33;680;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Benedict Garcia;masculino;cartão de crédito
2024-11-07 16:04:38;681;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Richard Tennant;masculino;dinheiro
2024-11-07 18:46:30;682;São Luís;Emanuelle Victoria;Teclado Mecânico HyperX;Edward Mulholland;masculino;cartão de crédito
2024-11-07 19:34:35;683;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Eric Alley;feminino;cartão de dédito
2024-11-07 23:24:36;684;Florianópolis;Tiago Lima;Tablet Apple Ipad;Carol Scott;feminino;pix
2024-11-08 00:44:33;685;São Luís;Brenno Pacheco;Teclado Mecânico HyperX;Elfriede Aguiniga;feminino;pix
2024-11-08 00:51:33;686;Natal;João Matos;Tablet Apple Ipad;Thomas Larue;masculino;boleto
2024-11-08 16:30:36;687;Rio de Janeiro;Juliana Almeida;Teclado Mecânico HyperX;David Heidt;masculino;pix
2024-11-08 16:32:38;688;Porto Alegre;Mariana Gomes;Teclado Mecânico HyperX;Raymond Crowell;masculino;cartão de dédito
2024-11-08 17:03:36;689;Fortaleza;Beatriz Rocha;Monitor LG Ultrawide;Alma Lee;feminino;dinheiro
2024-11-08 21:11:38;690;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Deborah Mccanna;feminino;boleto
2024-11-08 21:26:30;691;Recife;Patrícia Carvalho;Teclado Mecânico HyperX;Asa Soto;masculino;cartão de dédito
2024-11-08 21:52:34;692;Fortaleza;Beatriz Rocha;Câmera Canon EOS;Pamela Truax;feminino;dinheiro
2024-11-08 22:33:33;693;São Luís;Emanuelle Victoria;Câmera Canon EOS;James Darling;masculino;pix
2024-11-09 00:28:32;694;Rio de Janeiro;Juliana Almeida;iPhone 13;William Seely;masculino;pix
2024-11-09 01:07:41;695;Fortaleza;Beatriz Rocha;iPhone 13;Steve Elkins;masculino;boleto
2024-11-09 14:10:41;696;Florianópolis;Gabriela Santos;iPhone 13;Estela Gravitt;feminino;dinheiro
2024-11-09 15:22:39;697;Fortaleza;Beatriz Rocha;Teclado Mecânico HyperX;Cammie Lutman;feminino;pix
2024-11-09 15:31:41;698;Recife;Patrícia Carvalho;Câmera Canon EOS;Cristy Shumpert;feminino;dinheiro
2024-11-09 17:04:34;699;Porto Alegre;Roberto Ferreira;Teclado Mecânico HyperX;Stella Moran;feminino;cartão de dédito
2024-11-09 17:13:36;700;Florianópolis;Tiago Lima;Teclado Mecânico HyperX;Stuart Dittmer;masculino;boleto
2024-11-09 17:46:40;701;Natal;Larissa Ferreira;Monitor LG Ultrawide;Russell Felix;masculino;boleto
2024-11-09 18:14:31;702;Rio de Janeiro;Pedro Souza;Monitor LG Ultrawide;Jeremy Perry;masculino;cartão de dédito
2024-11-09 18:22:39;703;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Veronica Turner;feminino;pix
2024-11-09 18:26:30;704;Natal;João Matos;iPhone 13;Jessie Kalhorn;masculino;dinheiro
2024-11-09 18:32:38;705;Belo Horizonte;Carlos Silva;Teclado Mecânico HyperX;Emily Precythe;feminino;boleto
2024-11-09 19:48:40;706;Florianópolis;Gabriela Santos;Mouse Gamer Logitech;Al Chambers;masculino;cartão de dédito
2024-11-09 22:26:37;707;Belo Horizonte;Fernanda Costa;Mouse Gamer Logitech;William Harkness;masculino;boleto
2024-11-09 22:33:41;708;Florianópolis;Tiago Lima;Fone de Ouvido Sony;John Green;masculino;cartão de crédito
2024-11-09 22:57:40;709;Fortaleza;Beatriz Rocha;Câmera Canon EOS;Brent Bell;masculino;pix
2024-11-10 00:15:39;710;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Mildred Nguyen;feminino;dinheiro
2024-11-10 14:15:33;711;São Paulo;Lucas Pereira;Monitor LG Ultrawide;Joseph Desimone;masculino;pix
2024-11-10 14:28:37;712;Fortaleza;Beatriz Rocha;Monitor LG Ultrawide;Debra Atkinson;feminino;cartão de dédito
2024-11-10 15:05:37;713;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Ray Powell;masculino;dinheiro
2024-11-10 15:07:34;714;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Olga Selby;feminino;boleto
2024-11-10 15:58:36;715;São Paulo;Ana Oliveira;Tablet Apple Ipad;Francisco Hatch;masculino;pix
2024-11-10 16:54:37;716;Porto Alegre;Mariana Gomes;iPhone 13;Greg Koski;masculino;pix
2024-11-10 17:16:39;717;Porto Alegre;Mariana Gomes;Mouse Gamer Logitech;Derek Lindsey;masculino;boleto
2024-11-10 20:47:41;718;São Luís;Brenno Pacheco;Monitor LG Ultrawide;Chad Hagedorn;masculino;boleto
2024-11-10 21:00:33;719;Porto Alegre;Mariana Gomes;Teclado Mecânico HyperX;Susan Freeman;feminino;boleto
2024-11-10 22:27:37;720;Fortaleza;André Lima;Tablet Apple Ipad;Laura Loeffel;feminino;cartão de dédito
2024-11-11 00:11:40;721;São Luís;Emanuelle Victoria;Monitor LG Ultrawide;Justin Gardner;masculino;dinheiro
2024-11-11 15:01:31;722;Recife;Patrícia Carvalho;Teclado Mecânico HyperX;Gary Cunningham;masculino;cartão de crédito
2024-11-11 15:16:31;723;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Donna Matthews;feminino;dinheiro
2024-11-11 15:38:31;724;Florianópolis;Tiago Lima;Mouse Gamer Logitech;Margaret Kalichman;feminino;boleto
2024-11-11 17:56:39;725;Porto Alegre;Roberto Ferreira;Monitor LG Ultrawide;Peter Mcdonald;masculino;cartão de dédito
2024-11-11 18:09:35;726;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Maryann Benjamin;feminino;cartão de crédito
2024-11-11 18:10:38;727;Florianópolis;Gabriela Santos;Câmera Canon EOS;Donald Ayer;masculino;cartão de crédito
2024-11-11 19:56:38;728;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Ramon Pujols;masculino;cartão de crédito
2024-11-11 20:03:39;729;São Luís;Brenno Pacheco;Câmera Canon EOS;Virginia Rodriguez;feminino;dinheiro
2024-11-11 20:08:40;730;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Neal Rea;masculino;dinheiro
2024-11-11 20:14:40;731;Porto Alegre;Mariana Gomes;Monitor LG Ultrawide;Jennifer Carman;feminino;cartão de crédito
2024-11-11 23:36:35;732;Natal;Larissa Ferreira;Câmera Canon EOS;Charles Ballard;masculino;cartão de crédito
2024-11-11 23:36:37;733;São Luís;Emanuelle Victoria;Notebook Dell Inspiron;Leanora Cowen;feminino;dinheiro
2024-11-11 23:49:40;734;São Luís;Brenno Pacheco;Smartphone Samsung Galaxy;Martin Savage;masculino;dinheiro
2024-11-12 14:11:35;735;Fortaleza;André Lima;Notebook Dell Inspiron;Geraldine Eggen;feminino;cartão de dédito
2024-11-12 14:48:33;736;Fortaleza;André Lima;Câmera Canon EOS;Rosemary Connors;feminino;pix
2024-11-12 16:31:41;737;Porto Alegre;Mariana Gomes;iPhone 13;Billie Williams;feminino;dinheiro
2024-11-12 17:43:37;738;Porto Alegre;Roberto Ferreira;Monitor LG Ultrawide;Olive Woodworth;feminino;cartão de dédito
2024-11-12 18:16:39;739;Florianópolis;Gabriela Santos;Teclado Mecânico HyperX;Geoffrey Seats;masculino;cartão de dédito
2024-11-12 18:33:30;740;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Donald Matinez;masculino;pix
2024-11-12 18:39:30;741;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Robert Tyler;masculino;pix
2024-11-12 18:59:41;742;Porto Alegre;Roberto Ferreira;Monitor LG Ultrawide;Denise Miller;feminino;cartão de dédito
2024-11-12 19:57:38;743;Fortaleza;Beatriz Rocha;Teclado Mecânico HyperX;Stephen Sager;masculino;boleto
2024-11-12 20:14:39;744;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Leonard Davis;masculino;cartão de dédito
2024-11-12 21:33:33;745;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Jesus Johnson;masculino;cartão de crédito
